FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
518,Archaeological Priority Area - Tier I,77624,a70f9781-090a-4c29-8a5b-3dd9cf65a8a6, ,Summary and Definition    The Archaeological Priority Area covers the site of an earthwork mound recorded  within Chislehurst Common (APA 3.3a).  The mound has been interpreted as a possible  Bronze Age barrow.   The APA,163.778953552246,46.637354814544
519,Archaeological Priority Area - Tier I,76454,29ae6e2b-7b3b-40bd-96a6-d94569975502, ,"5.1	This Archaeological Priority Area captures the extreme northern end of a substantial earthwork known as Faesten Dic. This Scheduled Ancient Monument runs for c.1.7km though Kent, and survives as an impressive series of zig-zagged ditch and banks. The",20568.6698150635,654.592121072231
520,Archaeological Priority Area,77519,9b2e60d4-2dc4-4860-bca9-5419db409014, ,"There is little in the way of evidence for prehistoric activity in the area, though a small level of activity in the Mesolithic-Neolithic, Bronze Age and late Iron Age/Roman periods was taking place to the south of the village. Within the APA archaeologi",61662.7619171143,1202.29159924888
521,Archaeological Priority Area - Tier I,77423,90de04df-d99c-49c6-aa74-8f447488c755, ,Summary and Definition  	The APA covers the site of a barrow on Wimbledon Common which is thought to date from the Bronze Age.  It is classified as Tier 1 because it is an undesignated asset judged equivalent to a scheduled monument.   Description  	The,826.651779174805,102.522381434442
522,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,47389.993812561,931.445426495939
523,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,109675.917625427,1483.25840903455
524,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,4159.05668640137,273.740877882991
525,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,15967.2549972534,504.837818778719
526,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,2143.13609313965,212.333114365736
527,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,3964.23896789551,273.822800358107
528,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,1870.05800628662,186.256400148991
529,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,9081.55708312988,445.207121225061
530,Archaeological Priority Area - Tier II,76659,3fed12c4-303a-4310-af3f-4b8ec6737235, ,Tower Hamlets APA 2.2: Post Medieval Burial Grounds  Summary and Definition  This APA covers nine large and small post medieval burial grounds in Tower Hamlets that are not parts of other APAs.  They are: St Peter’s Cemetery; Gibraltar Walk burial grou,2338.74340820313,237.158379484734
531,Archaeological Priority Area - Tier II,77556,9fcdfc73-f9af-4e83-9ec8-501ecaba3957, ,Summary and Definition    This Archaeological Priority Area comprises the Grade II* Listed All Saints Church and moated site and the post medieval cemetery of Chingford Mount. This APA stretches from Mayhew Close in the west to Harold Road in the east. I,176137.144737244,2284.88144090272
532,Archaeological Priority Area - Tier I,76422,26dde24d-0778-400a-8f19-440ffe790ab5, ,Summary and Definition    The  Archaeological  Priority  Area  covers  4  churches  and  their  associated  burial  grounds. The APA is classed at Tier 1 as it covers burial grounds of medieval or earlier  origin. The bur,9765.89965057373,398.659055479795
533,Archaeological Priority Area - Tier III,77751,b56fbe81-cca0-4ffe-a39c-e8e57b39da3d, ,Summary and Definition    8.1.1 The Archaeological Priority Area covers the flood plain of the River Lea and the Moselle Valley  as they pass through Haringey. The eastern boundary of the APA is defined by the course of,8.75269317626953,71.3358033537096
534,Archaeological Priority Area - Tier III,77751,b56fbe81-cca0-4ffe-a39c-e8e57b39da3d, ,Summary and Definition    8.1.1 The Archaeological Priority Area covers the flood plain of the River Lea and the Moselle Valley  as they pass through Haringey. The eastern boundary of the APA is defined by the course of,304084.635437012,4551.80451785596
535,Archaeological Priority Area - Tier III,77751,b56fbe81-cca0-4ffe-a39c-e8e57b39da3d, ,Summary and Definition    8.1.1 The Archaeological Priority Area covers the flood plain of the River Lea and the Moselle Valley  as they pass through Haringey. The eastern boundary of the APA is defined by the course of,15038.6458816528,673.63020131213
536,Archaeological Priority Area - Tier III,77751,b56fbe81-cca0-4ffe-a39c-e8e57b39da3d, ,Summary and Definition    8.1.1 The Archaeological Priority Area covers the flood plain of the River Lea and the Moselle Valley  as they pass through Haringey. The eastern boundary of the APA is defined by the course of,3599068.2565155,14349.5668050442
537,Archaeological Priority Area,76358,1f2c6f3d-8983-4bcd-a002-ddb7ed73d796, ,Potential prehistoric deposits may be buried beneath gravel deposits.,283430.49697876,3415.12468944502
538,Archaeological Priority Area,76358,1f2c6f3d-8983-4bcd-a002-ddb7ed73d796, ,Potential prehistoric deposits may be buried beneath gravel deposits.,567191.243171692,3987.58167271601
539,Archaeological Priority Area,77306,83bfcd31-636b-4f31-b8e1-f5f584ba4ea7, ,"‘Watling’ derived from the Saxons – Waeclingas – who lived near St Albans in the 6th century. Roman evidence has been recovered from The Hyde, in the form of a gold coin. Colindeep Lane (Watford Way) was an ancient street and may have been used t",60005.5619430542,1628.5484756383
540,Archaeological Priority Area,76658,3fa466cd-9afa-479e-b2c3-3494c7014562, ,"Recommendation  Add at west end, north of Charlton Way and east of Greenwich Park and widen the corridor where necessary to a minimum of 20 m from each side of the roadside curb., This linear archaeological area takes in the anticipated line of the forme",266708.199424744,4552.51097411575
541,Archaeological Priority Area,76658,3fa466cd-9afa-479e-b2c3-3494c7014562, ,"Recommendation  Add at west end, north of Charlton Way and east of Greenwich Park and widen the corridor where necessary to a minimum of 20 m from each side of the roadside curb., This linear archaeological area takes in the anticipated line of the forme",388675.411827087,9829.88643387017
542,Archaeological Priority Area - Tier II,77112,70d28dbb-0c02-4988-8812-1194295b7777, ,"12.1	The focal point of this APA is the 18th century Danson House and associated gardens and parkland. The Palladian style house, designed by Sir Robert Taylor from 1763 – 1768, is listed Grade 1, the adjacent stables, possibly by Charles Dance the You",810788.656539917,4059.98227736976
543,Archaeological Priority Area - Tier III,76804,50961504-0bb1-4a99-9c39-8c18234a7806, ,18.1	This area considers the marshland that extends from the Thames foreshore to the southern base of the natural east-west ridge bisecting the borough. 18.2	This marshland is typified by localised areas of gravel highs interwoven by river channels and w,8903142.14243317,12763.037575135
544,Archaeological Priority Area,77762,b65192c0-bfe1-41e1-9f9b-5291d20a6bc1, ,Early post-medieval settlement site.,392402.406509399,4945.27529403188
545,Archaeological Priority Area,76309,1989c12a-d0fa-4b7f-a42e-3a11e74d72e2, , ,51447.9321746826,932.016785369281
546,Archaeological Priority Area,76776,4d4acf02-d960-49b9-81bf-5980d35b7170, ,Medieval - Early Post Medieval moated manorial site site.,21878.6552352905,634.137073394816
547,Archaeological Priority Area,78135,db7e96fc-fdde-43d0-8737-708bd22d2521, ,Medieval - Post Medieval site,245148.011100769,2384.0390312896
548,Archaeological Priority Area,77969,caf5fecd-5655-4588-9daf-10eb415dc2e2, ,Post-medieval manor house known as 'Khightes' of 'Hetherowe'.,22397.4373397827,602.088694512546
549,Archaeological Priority Area - Tier II,76431,27ee9636-0c47-4765-9c20-74c0643db8b8, ,Summary and Definition  	The APA covers the site of the historic settlement of Morden to the south-east of the area now regarded as the core of Morden town centre.  It covers an area on either side of Epsom Road/London Road close to its junction with Cen,484019.646316528,3482.79221036678
550,Archaeological Priority Area - Tier II,77086,6d9037be-c794-4c2b-9039-8600452edc29, ,Summary and Definition  The Archaeological Priority Area covers an area of Ilford that is defined by the High Road to the south and is bordered by Vicarage Lane to the north. The APA is designated as Tier 2 because it covers the site of the post medieval,234293.942550659,2458.08993238735
551,Archaeological Priority Area - Tier II,209733,8c8393a7-9db1-4104-92ff-f55cbb2d42b6, ," p  strong Summary and Definition  /strong  /p 

 p  nbsp; /p 

 p The Archaeological Priority Area covers the western area of Barn Elms Playing Fields and Barnes Common. Prehistoric finds have been discovered within these areas of unenclosed public comm",742140.110221863,5006.85739440167
552,Archaeological Priority Area - Tier I,77185,780699b0-61c9-4cea-84f8-0a9a0a71878d, ,"Summary and Definition The ‘North Southwark and Roman Roads’ APA is the largest APA in Southwark. From the boundary with LB of Lambeth it covers the entire river frontage; it includes the Borough, Bankside and London Bridge area, Tower Bridge, Bermon",9366824.94945526,32388.3096206758
553,Archaeological Priority Area - Tier III,76496,2f27b081-8db1-482e-a641-6126c17df7e1, ,Tower Hamlets APA 3.1: Isle of Dogs  Summary and Definition  The Isle of Dogs Archaeological Priority Area covers the low-lying land south of Poplar surrounded on three sides by the Thames and called the Isle of Dogs.  Excavations and deposit modelling c,4331215.2977829,11828.3482603044
554,Archaeological Priority Area,76346,1d329920-765a-4f9d-8261-80b2c4a1fffb, ,"Carew Manor was constructed in 1370 on a large moat island, possibly on the site of an earlier house. The surviving great hall has a hammer beam roof constructed in 1500. The grounds are famous as the first place in England to grow oranges. Formal garden",563523.634208679,3662.75246926282
555,Archaeological Priority Area - Tier II,209816,d02f1d99-e6fc-4440-9c42-e927cb02be06, ," p  strong Summary and Definition /strong  /p 

 p This APA covers Tolworth Court Farm and land to its northeast and southwest. The APA is classified as Tier 2 because it has the potential to contain important Medieval and Post-Medieval archaeological re",1463716.98145294,7164.40359799427
556,Archaeological Priority Area,77671,ad257e37-39d3-4768-b95e-90aa77bea4bf, ,"Tooting Bec, medieval manor house.",19352.1838760376,634.05628548935
557,Archaeological Priority Area,76819,52d7d74c-89d2-46d3-8f57-1e08bed3e5b8, ,"Roman, medieval and post-medieval settlement around the green and Peterborough House to the south.",144255.678657532,1640.57891994321
558,Archaeological Priority Area - Tier II,77892,c3e8d344-b1fa-4fef-8521-6729c2cf16ee, ,"Summary and definition  The Archaeological Priority Area covers an area of possible Roman settlement in St  Mary Cray. The APA contains Roman pits, ditches and postholes and numerous Roman  finds including ceramic building",15397.8926773071,665.674075415378
559,Archaeological Priority Area,77939,c7d96249-0101-48dc-ad4c-dff5a60d66e4, ," p The name Finchley originates from the Anglo-Saxon and is defined as Finch rsquo;s clearing. However, Finchley is first mentioned in the 13th century. It is suggested that Church End was the earliest settlement in Finchley and was probably in use from",66826.7210540771,1211.91106534241
560,Archaeological Priority Area,77939,c7d96249-0101-48dc-ad4c-dff5a60d66e4, ," p The name Finchley originates from the Anglo-Saxon and is defined as Finch rsquo;s clearing. However, Finchley is first mentioned in the 13th century. It is suggested that Church End was the earliest settlement in Finchley and was probably in use from",0.100364685058594,1.5772154645896
561,Archaeological Priority Area,77939,c7d96249-0101-48dc-ad4c-dff5a60d66e4, ," p The name Finchley originates from the Anglo-Saxon and is defined as Finch rsquo;s clearing. However, Finchley is first mentioned in the 13th century. It is suggested that Church End was the earliest settlement in Finchley and was probably in use from",481355.414382935,6934.20926822226
562,Archaeological Priority Area,77939,c7d96249-0101-48dc-ad4c-dff5a60d66e4, ," p The name Finchley originates from the Anglo-Saxon and is defined as Finch rsquo;s clearing. However, Finchley is first mentioned in the 13th century. It is suggested that Church End was the earliest settlement in Finchley and was probably in use from",58583.9298858643,1348.55586076558
563,Archaeological Priority Area,76337,1cb3f474-eb7e-48af-80de-4673d52bb407, ,Medieval settlement of Southall.,70508.966835022,1268.67336329936
564,Archaeological Priority Area - Tier II,77192,7872824f-adf9-4a33-8215-8f87b8c1646f, ,Summary and definition  The Archaeological Priority Area covers Crease Park in Beckenham.  The park was  opened in 1936 on the site of a large mansion known as Eden Park. The exact date of  the construction of the man,23917.5462265015,612.716921300811
565,Archaeological Priority Area - Tier II,77314,84cc6b76-b18a-4783-bb03-33a5434aa411, ,"9.1	This Archaeological Priority Area is focussed around the medieval and later village of East Wickham, which was, until the mid-19th century, within the parish of Plumstead. The APA is concentrated along Upper Wickham Lane and Wickham Street, and inclu",287913.044578552,4057.46298654938
566,Archaeological Priority Area - Tier II,77791,b8f6d9e0-69e7-4a44-b49a-222842793011, ,City of Westminster APA 2.11: St John’s Wood Chapel Grounds  Summary and Definition  	The APA covers the post medieval burial ground of St John’s Wood Chapel in St John’s Wood Road/Park Road.  The APA is classified as Tier 2 because it covers a bur,25896.9940338135,637.628884485508
567,Archaeological Priority Area,76587,37c98727-a8a1-4aef-b644-c341b3a91911, ,"The house was first recorded in 1377. It may not have been moated, but could have been surrounded by a medieval hamlet; prehistoric and Roman finds made to the south.",291482.342643738,2895.21590286727
568,Archaeological Priority Area,76175,09872355-a3c9-43db-a0a9-8c650fd2fad7, ,Medieval - Early Post Medieval  manor site.,0.142585754394531,3.55781256641456
569,Archaeological Priority Area,76175,09872355-a3c9-43db-a0a9-8c650fd2fad7, ,Medieval - Early Post Medieval  manor site.,19912.514213562,606.07278948575
570,Archaeological Priority Area - Tier II,76797,4f97006a-3a13-420a-a670-8c0b04ae1973, ,Summary and Definition  	The Archaeological Priority Area covers an area surrounding Bradmore Green and George Park Recreation Ground which is regarded as the focus of Old Coulsdon.  A large part of the south-western part of Croydon is often referred to,148441.156463623,2062.24052905411
571,Archaeological Priority Area - Tier II,77514,9ae39857-df55-4e5b-8c6e-d8e74238a277, ,"Summary and Definition    The Archaeological Priority Area of Oldmans Farm comprises the complex of the former medieval moated site of Oldmans Farm. The moated homestead is situated at the junction between Mount Echo Avenue, Old Church Road, The Ridgeway",7814.01372528076,390.972022095538
572,Archaeological Priority Area,78179,e08bcd72-b13e-4173-adeb-fae92a87b9d7, ,"The likely site of the Saxon and medieval village of Feltham, mentioned in the Domesday Book.",87739.8492431641,1197.78155875326
573,Archaeological Priority Area,76569,36305a1d-1a96-4fa6-96c2-3a2e1577c72a, ,"Recommendation  Add area north of Shooters Hill road about Cleanthus Road to reflect potential Bronze Age/Early Iron Age activity site on what is the plateau of Shooters Hill., The Roman Watling Street connecting London with Rochester and Dover crosses S",271981.262619019,3088.61082890652
574,Archaeological Priority Area - Tier II,78008,cf2cd5a2-ba9e-4959-bf5c-fcb2e6fdbd3b, ,Summary and Definition    The Archaeological Priority Area covers a zone centred on the course of a Roman road  running between Lewes and London (Londinium). The road passes through the Roman  settlement at Wickham Court,1541076.45172882,16967.1410608025
575,Archaeological Priority Area - Tier II,78008,cf2cd5a2-ba9e-4959-bf5c-fcb2e6fdbd3b, ,Summary and Definition    The Archaeological Priority Area covers a zone centred on the course of a Roman road  running between Lewes and London (Londinium). The road passes through the Roman  settlement at Wickham Court,2296927.48034668,21187.4694903997
576,Archaeological Priority Area - Tier II,77008,65eabfab-1d99-4dc3-acf7-afd123ec4686, ,Summary and Definition  7.3.1 The Archaeological Priority Area is centred on the course of the Roman road known as Ermine  Street which connected the Roman cities of Londinium (London) and Eboracum (York). The  alignment ,252506.261184692,3553.30362265359
577,Archaeological Priority Area - Tier II,77008,65eabfab-1d99-4dc3-acf7-afd123ec4686, ,Summary and Definition  7.3.1 The Archaeological Priority Area is centred on the course of the Roman road known as Ermine  Street which connected the Roman cities of Londinium (London) and Eboracum (York). The  alignment ,499079.280105591,6030.54451372839
578,Archaeological Priority Area - Tier II,77516,9b08404e-e96d-46fe-8d15-6dd149251ceb, ,Summary and Definition  The Archaeological Priority Area of Kingsland settlement straddles the boundary of the Borough of Islington and Borough of Hackney at the junction of Balls Pond Road and Kingsland High Street as depicted on Roque’s 1766 map of L,5748.47787475586,326.553374344111
579,Archaeological Priority Area - Tier III,76555,35d347d0-2151-4837-809e-829c2ae97511, ,Summary and Definition  	The Wanstead Flats APA covers an area to the north of the railway lines between Aldersbrook Road and Forest Drive.  It is the only part of Wanstead Flats that lies within Newham.  It is classified as Tier 3 due to it being part o,90662.849357605,2000.38961698023
580,Archaeological Priority Area,76851,56d58122-a2b5-4f03-b40b-0d9ea43d1d94, ,Archaeological priority area surrounding medieval and post mediieval house site and Roman road,206085.173271179,1858.22672076181
581,Archaeological Priority Area,76637,3cf9ff68-2994-4b5b-9707-4f52b9457d9f, ,There is cropmark evidence from early field systems and possible prehistoric barrows. There are prehistoric and Saxon finds between the canal and Boston Road; Norwood Green is a medieval settlement. Some interesting prehistoric finds were found along the,2535761.03148651,9254.29273782626
582,Archaeological Priority Area - Tier I,76184,0a67ecb1-aba9-44df-98cc-cb7c95c2fc5f, ,"Summary and Definition    The APA covers the scheduled Scadbury Manor and associated fishponds and the site  of several associated Tudor buildings which fall outside the scheduled area, including  a gatehouse, a farmhouse,",103367.246147156,1237.25958532587
583,Archaeological Priority Area - Tier II,76098,01dcdb9f-9aae-441b-b269-f4980d023b3e, ,"City of Westminster APA 2.5: Great Estates  Summary and Definition  The Great Estates APA covers an area bounded by Park Lane to the west, Green Park and St James’s Park to the south, Haymarket, Shaftesbury Avenue, Charing Cross Road and the borough bo",2413225.90827179,8003.53082600838
584,Archaeological Priority Area,76182,0a31b6e1-801b-4cd1-bbde-233fde842c54, ,"Recommendation  Remove the Northeastern area beyond Market Street due to the Victorian civic buildings expectation to have removed any archaeological potential.  Add area south of western end of area to include properties fronting Tuam Road., This archae",46799.9399108887,927.068508357757
585,Archaeological Priority Area,77704,b093bfe5-6739-4f64-87bf-9bbecbe88be6, ,"The mid to late Saxon settlement and medieval village of Deptford Green, St Nicholas church, the site of the East India Company Dockyard and Sebastian Ferranti’s Power Station, were all located adjacent to the creek mouth, historically formed one of th",114546.664398193,1780.22854702799
586,Archaeological Priority Area - Tier I,209716,6df85962-2306-4e4a-831f-b8dd9f88892e, ," p  strong Summary and Definition  /strong  /p 

 p The Kew Palaces APA is located close to the northern boundary of the Royal Botanic Gardens, Kew. It includes the Grade I Listed 17th Century Country House (now known as Kew Palace), the Grade I Listed 1",56546.6967849731,1142.12559185719
587,Archaeological Priority Area,76118,041d3119-72a8-462c-872b-db16e0df67e4, ,Likely location of medieval Northcote.,111775.989082336,1741.29964441019
588,Archaeological Priority Area - Tier II,77470,95fa415c-2c0b-4ad1-8ce0-aa0ffded7285, ,"Summary and Definition  The Archaeological Priority Area covers an area of residential housing in part of Redbridge known as Goodmayes and which is defined to the north by Breamore Gardens, to the east by Budoch Drive, to the south by Trenance Gardens an",46031.2801208496,866.760302621128
589,Archaeological Priority Area,77198,7926d135-1de0-4a16-adad-97877c537939, ,"Blackheath, which is divided by Watling Street, is a traditional place of assembly, the scene of medieval and Tudor pageantry, violent confrontation and dissent.  The nature of assembly changed in accordance with prevailing society.  In 1381 Wat Tyler as",928008.082870483,5989.82600291252
590,Archaeological Priority Area - Tier II,77843,bf1fda53-dd55-483a-8097-ea0180f5dd84, ,"Tower Hamlets APA 2.3: Mile End  Summary and Definition  This APA covers a historic portion of the linear settlement of Mile End, including the site and surroundings of the Royal London Hospital.  It is a Tier 2 APA due to the potential for significant p",224860.122337341,3215.08693495363
591,Archaeological Priority Area - Tier II,76141,0629043e-2c09-43dd-9433-5c7457d19a59, ,Summary and Definition  	The Archaeological Priority Area covers the projected route of the London to Colchester Roman road through Newham.  It also includes a section that runs northwards from Stratford which covers the Roman road that connected London,1540384.38990021,17585.796615592
592,Archaeological Priority Area - Tier II,76234,100bc026-02c1-4850-b605-4e0cbe58fa9f, ,Tower Hamlets APA 2.23: Shoreditch  Summary and Definition  	The Shoreditch APA extends north from Sclater Street along the Hackney boundary as far as Diss Street.  Its eastern edge is defined by Virginia Road and the northern end of Brick Lane.   It is,193677.991722107,2519.6766992842
593,Archaeological Priority Area,76145,06b1a164-14b5-48a7-adf9-ec8bd44bfc93, ,"Seven 6th Century graves with broaches and weapons were found in 1886 in the school site, part of a linear Saxon cemetery.",29046.1798095703,719.061659113822
594,Archaeological Priority Area,76593,381d450a-9981-481e-affb-0e35c38e2aa6, ,"The Wal element of the Saxon place name suggests a Celtic enclave, which, along with the fact that Wallington is adopted as the name to the local Hundred of the County of Surrey and its status as a former Royal Estate, raise the significance of what othe",275218.106170654,2599.65495515917
595,Archaeological Priority Area - Tier II,78152,ddafee6a-e370-4ea2-98e6-2de7e2a5efd5, ,Summary and Definition  	The APA follows the route of the River Wandle from Ravensbury Mill near Morden Road to the borough boundary with Sutton to the south-east.  It is classified as Tier 2 because it is an area of historic industry.  Within the APA di,740863.748695374,5418.94047561581
596,Archaeological Priority Area - Tier II,77002,65866709-0093-4cac-b1bc-537304549f5a, ,Summary and Definition  	The Wimbledon Village APA covers an area between the junction of Parkside and Somerset Road in the north and the junction of Wimbledon Hill Road and Worple Road in the south.  It also extends to the north-east to include the site,973654.339637756,5077.25572768259
597,Archaeological Priority Area - Tier II,77002,65866709-0093-4cac-b1bc-537304549f5a, ,Summary and Definition  	The Wimbledon Village APA covers an area between the junction of Parkside and Somerset Road in the north and the junction of Wimbledon Hill Road and Worple Road in the south.  It also extends to the north-east to include the site,0.179328918457031,5.31587334708898
598,Archaeological Priority Area,76219,0ecd62ee-93f1-4d97-aaa4-6f920f2c1024, ," p The Roman road, called Watling Street, is suspected to run through Cricklewood. Horseshoes and Roman relics have been found along Watling Street, situated on the boundary of Hendon. Historical evidence from the 16th century mentions its location runni",30484.7470855713,1057.4425822595
599,Archaeological Priority Area - Tier II,76839,551a4c3e-bbba-4a4c-b944-a15cce2bee49, ,"15.1	This Area of Potential Archaeology is centred upon the medieval and later village of Bexley (Old Bexley). The village has grown from a ford or crossing of the River Cray, and is nestled in a low valley at between 13–17mOD. The geology is clay and",364640.458465576,3040.15582132955
600,Archaeological Priority Area - Tier III,77721,b30624df-b401-4daf-9aef-003b0b59ade9, ,"Summary and definition  The Archaeological Priority Area covers a large expanse of agricultural land, commons  and woodland which was formerly part of the common land associated with the  settlements at Hayes, West Wickham,",4641335.76567078,15398.8499258817
601,Archaeological Priority Area - Tier I,76116,03c5da64-1241-4f9b-9376-da70d39fbe93, ,Summary and Definition    The  Archaeological  Priority  Area  covers  the  scheduled  site  of  a  Romano-British  bathhouse which is located between Poverest Road and Fordcroft Road to the south  of the historic core of ,22708.7899398804,633.19144858567
602,Archaeological Priority Area,78474,ff4138f8-807b-4bdc-939d-b49273453632, ,"Late-19th and early-20th century, of interest to collectors and historians of the Arts and Crafts Movement.",16847.3486785889,534.890601665741
603,Archaeological Priority Area - Tier III,76643,3e104166-c0e4-4b00-ae48-f25029b835d4, ,City of Westminster APA 3.2: Pimlico  Summary and Definition  	The APA covers the confluence of the Thames and Tyburn rivers.  For much of its history this was a low lying marshy area that was sparsely populated until the 19th century when the land was r,2712663.58573914,6783.44859151893
604,Archaeological Priority Area,78424,fa9e0e20-b334-496c-a97c-2452ac4c4859, ,Medieval village centre.,2472.21935272217,219.708450818873
605,Archaeological Priority Area - Tier III,78063,d43e772f-546b-4df4-ac34-486db1c1119f, ,Summary and Definition  The APA follows the course of the River Wandle from just north of Earlsfield station to where it passes under the railway between Haydons Road and Tooting stations.  It is classified as Tier 3 because it is a topographical zone wi,604570.651931763,5654.5091651104
606,Archaeological Priority Area,78122,da5b6d5e-eb69-4359-bc7d-ff3443131d26, ,Medieval village centre.,30707.4807815552,729.948823290926
607,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,2010.57517242432,185.637483115016
608,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,4984.12908172607,286.515582651005
609,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,1667.56272888184,162.803608701718
610,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,38511.7057418823,984.14186298026
611,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,5060.42859649658,356.459050745141
612,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,3325.16107940674,231.27498994782
613,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,25893.1315002441,847.92330582822
614,Archaeological Priority Area - Tier II,77473,963e3ea0-7a97-4e1a-9ac1-3840330bdcf1, ,Summary and Definition  The Archaeological Priority Area covers eight churches and their associated cemeteries. The APA is classified as Tier 2 as it covers cemeteries with medieval as well as 18th and 19th century origins.  Description  All Saints Churc,3629.15026855469,258.979154187346
615,Archaeological Priority Area,77985,cc89f58b-94b0-4942-b4ef-b918b12828c8, ,Possible line of Roman Road,201201.855827332,3024.95659096784
616,Archaeological Priority Area,76157,0753b322-9897-476f-baab-b8068ce50b72, ,Medieval hamlet existed in 1294 with occupation north and south of the lane. South-west of the hamlet was a Manor House in 1532. To the north is an undated earthwork and prehistoric finds.,189297.2213974,2330.18441639629
617,Archaeological Priority Area - Tier II,76202,0c68f808-86b6-493d-b9f2-95185230e529, ,"Tower Hamlets APA 2.11: Aldgate and Portsoken  Summary and Definition  	The Aldgate and Portsoken APA covers Roman London’s eastern cemetery and one of the City’s post-medieval industrial suburbs.  It excludes the Goodmans Fields site, which has been",288723.734115601,3166.15965406551
